ID,Jurisdiction,Title,Link,Category,Introduction Date
VA-20261-HB1131,Virginia,"Elections; identification containing a photograph required and excuse required to vote absentee.","https://lis.virginia.gov/bill-details/20261/HB1131",Bill,2026-01-14
VA-20261-HB1132,Virginia,"Data center tax revenue; creates local residential renewable energy incentive program.","https://lis.virginia.gov/bill-details/20261/HB1132",Bill,2026-01-14
VA-20261-HB1133,Virginia,"Virginia Solar Energy and Battery Energy Storage Systems Program; established.","https://lis.virginia.gov/bill-details/20261/HB1133",Bill,2026-01-14
VA-20261-HB1134,Virginia,"Potomac River Ferry Restoration of Service Working Group; resuming certain ferry service, report.","https://lis.virginia.gov/bill-details/20261/HB1134",Bill,2026-01-14
VA-20261-HB1135,Virginia,"Income tax, state; tax credit for affordable housing projects.","https://lis.virginia.gov/bill-details/20261/HB1135",Bill,2026-01-14
VA-20261-HB1136,Virginia,"Centralized mobile food units; VDH to study to determine viability of establishing an office.","https://lis.virginia.gov/bill-details/20261/HB1136",Bill,2026-01-14
VA-20261-HB1137,Virginia,"Renewal of licenses; persons serving in the armed services on active duty outside the Commonwealth.","https://lis.virginia.gov/bill-details/20261/HB1137",Bill,2026-01-14
VA-20261-HB1138,Virginia,"Economic development incentives; wage requirements.","https://lis.virginia.gov/bill-details/20261/HB1138",Bill,2026-01-14
VA-20261-HB1139,Virginia,"Medicine, Board of; membership, removal of residence requirements.","https://lis.virginia.gov/bill-details/20261/HB1139",Bill,2026-01-14
VA-20261-HB1140,Virginia,"Drug-related investigations; use of confidential informants.","https://lis.virginia.gov/bill-details/20261/HB1140",Bill,2026-01-14
VA-20261-HB1141,Virginia,"Electric utilities; suspension of certain requirements.","https://lis.virginia.gov/bill-details/20261/HB1141",Bill,2026-01-14
VA-20261-HB1142,Virginia,"Deferred or installment payment agreements; outstanding court-assessed fines, fees, taxes, or costs.","https://lis.virginia.gov/bill-details/20261/HB1142",Bill,2026-01-14
VA-20261-HB1143,Virginia,"Registration decals; discontinued.","https://lis.virginia.gov/bill-details/20261/HB1143",Bill,2026-01-14
VA-20261-HB1144,Virginia,"Water and sewer connection fees; first-time homebuyers, affordable housing.","https://lis.virginia.gov/bill-details/20261/HB1144",Bill,2026-01-14
VA-20261-HB1145,Virginia,"Motor vehicle safety inspections; certified safety inspectors.","https://lis.virginia.gov/bill-details/20261/HB1145",Bill,2026-01-14
VA-20261-HB1146,Virginia,"Public elementary & secondary schools, etc. display of Ten Commandments in each classroom required.","https://lis.virginia.gov/bill-details/20261/HB1146",Bill,2026-01-14
VA-20261-HB1147,Virginia,"Medicine and Nursing, Boards of; continuing education, bias reduction training.","https://lis.virginia.gov/bill-details/20261/HB1147",Bill,2026-01-14
VA-20261-HB1148,Virginia,"Middle Peninsula Chesapeake Bay Pub. Access Authority; public purpose, submerged aquatic vegetation.","https://lis.virginia.gov/bill-details/20261/HB1148",Bill,2026-01-14
VA-20261-HB1149,Virginia,"Water distribution systems; lead status inspections for water service lines.","https://lis.virginia.gov/bill-details/20261/HB1149",Bill,2026-01-14
VA-20261-HB1150,Virginia,"Impersonating any local, town, city, or county elected official; penalty.","https://lis.virginia.gov/bill-details/20261/HB1150",Bill,2026-01-14
VA-20261-HB1151,Virginia,"Electric utilities; duty to furnish adequate service, high-demand customers.","https://lis.virginia.gov/bill-details/20261/HB1151",Bill,2026-01-14
VA-20261-HB1152,Virginia,"Carbon market participation; coastal and marine resources.","https://lis.virginia.gov/bill-details/20261/HB1152",Bill,2026-01-14
VA-20261-HB1153,Virginia,"Community Builders Pilot Program; name change, statewide demonstration model site, repeals sunset.","https://lis.virginia.gov/bill-details/20261/HB1153",Bill,2026-01-14
VA-20261-HB1154,Virginia,"Chesapeake Bay Preservation Act; certain boundary line adjustments.","https://lis.virginia.gov/bill-details/20261/HB1154",Bill,2026-01-14
VA-20261-HB1155,Virginia,"Income tax, state and corporate; subtraction for broad band grant fund awards.","https://lis.virginia.gov/bill-details/20261/HB1155",Bill,2026-01-14
VA-20261-HB1156,Virginia,"Sales and use tax; additional local tax to support schools, referendum.","https://lis.virginia.gov/bill-details/20261/HB1156",Bill,2026-01-14
VA-20261-HB1157,Virginia,"Charitable gaming; denial, suspension, or revocation of permit.","https://lis.virginia.gov/bill-details/20261/HB1157",Bill,2026-01-14
VA-20261-HB1158,Virginia,"Career and technical education courses, pathways, and credentials; biennial review, report.","https://lis.virginia.gov/bill-details/20261/HB1158",Bill,2026-01-14
VA-20261-HB1159,Virginia,"Oral threat to kill or to do bodily harm; employees of local or state dept. of social serv. penalty.","https://lis.virginia.gov/bill-details/20261/HB1159",Bill,2026-01-14
VA-20261-HB1160,Virginia,"Dangerous dogs; deferred adjudication, waiver of appeal.","https://lis.virginia.gov/bill-details/20261/HB1160",Bill,2026-01-14
VA-20261-HB1161,Virginia,"Government. Data Collection & Dissemin. Practices Act; dissemin. of personal info. to federal gov't.","https://lis.virginia.gov/bill-details/20261/HB1161",Bill,2026-01-14
VA-20261-HB1162,Virginia,"State correctional facilities; required education or vocational training.","https://lis.virginia.gov/bill-details/20261/HB1162",Bill,2026-01-14
VA-20261-HB1163,Virginia,"Subdivision ordinances; optional provisions, time-based restrictions.","https://lis.virginia.gov/bill-details/20261/HB1163",Bill,2026-01-14
VA-20261-HB1164,Virginia,"Prospective employer; prohibited from seeking wage or salary history of prospective employees.","https://lis.virginia.gov/bill-details/20261/HB1164",Bill,2026-01-14
VA-20261-HB1165,Virginia,"Division superintendents; Board of Education to amend regulations, qualifications.","https://lis.virginia.gov/bill-details/20261/HB1165",Bill,2026-01-14
VA-20261-HB1166,Virginia,"Financial institutions; check cashers, expiration of registration, delayed effective date.","https://lis.virginia.gov/bill-details/20261/HB1166",Bill,2026-01-14
VA-20261-HB1167,Virginia,"Public school funding; composite index of local ability-to-pay; calculation.","https://lis.virginia.gov/bill-details/20261/HB1167",Bill,2026-01-14
VA-20261-HB1168,Virginia,"Division superintendents; performance evaluations.","https://lis.virginia.gov/bill-details/20261/HB1168",Bill,2026-01-14
VA-20261-HB1169,Virginia,"Small Farms, Office of, and Virginia Small Farms Fund; established and created, report.","https://lis.virginia.gov/bill-details/20261/HB1169",Bill,2026-01-14
VA-20261-HB1170,Virginia,"Law-enforcement agencies & sheriff's dept.; policy on use of covered artificial intelligence syst.","https://lis.virginia.gov/bill-details/20261/HB1170",Bill,2026-01-14
VA-20261-HB1171,Virginia,"Standard Diploma; Board of Education shall develop alternative graduation pathways to earn.","https://lis.virginia.gov/bill-details/20261/HB1171",Bill,2026-01-14
VA-20261-HB1172,Virginia,"Pharmacy freedom of choice; specialty pharmacy benefits.","https://lis.virginia.gov/bill-details/20261/HB1172",Bill,2026-01-14
VA-20261-HB1173,Virginia,"Virginia Human Rights Act; reasonable accommodation for known limitations related to menopause.","https://lis.virginia.gov/bill-details/20261/HB1173",Bill,2026-01-14
VA-20261-HB1174,Virginia,"Children in foster care; supplemental clothing allowance rate increase.","https://lis.virginia.gov/bill-details/20261/HB1174",Bill,2026-01-14
VA-20261-HB1175,Virginia,"Electric utilities; request for proposals required for certain facilities.","https://lis.virginia.gov/bill-details/20261/HB1175",Bill,2026-01-14
VA-20261-HB1176,Virginia,"Regulatory boards, certain; quorum requirements.","https://lis.virginia.gov/bill-details/20261/HB1176",Bill,2026-01-14
VA-20261-HB1177,Virginia,"Local rent stabilization authority; civil penalty.","https://lis.virginia.gov/bill-details/20261/HB1177",Bill,2026-01-14
VA-20261-HB1178,Virginia,"Authorized septic system inspectors; scope of services and requirements for performance, etc.","https://lis.virginia.gov/bill-details/20261/HB1178",Bill,2026-01-14
VA-20261-HB1179,Virginia,"Transportation; changes various provisions of existing funds, etc.","https://lis.virginia.gov/bill-details/20261/HB1179",Bill,2026-01-14
VA-20261-HB1180,Virginia,"Income tax, state; free tax filing program for individuals.","https://lis.virginia.gov/bill-details/20261/HB1180",Bill,2026-01-14
VA-20261-HB1181,Virginia,"Alcoholic beverage control; expands definition of special events, mixed beverage caterer's licenses.","https://lis.virginia.gov/bill-details/20261/HB1181",Bill,2026-01-14
VA-20261-HB1182,Virginia,"Health insurance; coverage for contraceptive drugs & devices, including over-the-counter.","https://lis.virginia.gov/bill-details/20261/HB1182",Bill,2026-01-14
VA-20261-HB1183,Virginia,"Comprehensive community colleges; machinery and equipment for courses and programs.","https://lis.virginia.gov/bill-details/20261/HB1183",Bill,2026-01-14
VA-20261-HB1184,Virginia,"Electric utilities; retirement of certain electric generating units.","https://lis.virginia.gov/bill-details/20261/HB1184",Bill,2026-01-14
VA-20261-HB1185,Virginia,"Campaign finance; campaign depositories.","https://lis.virginia.gov/bill-details/20261/HB1185",Bill,2026-01-14
VA-20261-HB1186,Virginia,"Artificial intelligence; use of systems for student instruction.","https://lis.virginia.gov/bill-details/20261/HB1186",Bill,2026-01-14
VA-20261-HB1187,Virginia,"Localities; issuance of bonds for capital projects for school purposes.","https://lis.virginia.gov/bill-details/20261/HB1187",Bill,2026-01-14
VA-20261-HB1188,Virginia,"Virginia Boys and Men Advisory Commission; established, report, sunset provision.","https://lis.virginia.gov/bill-details/20261/HB1188",Bill,2026-01-14
VA-20261-HB1189,Virginia,"State of preparedness; feasibility & impact of program to prioritize prevention/mitigation, etc.","https://lis.virginia.gov/bill-details/20261/HB1189",Bill,2026-01-14
VA-20261-HB1190,Virginia,"Public waterworks; appointments of receiver for waterworks.","https://lis.virginia.gov/bill-details/20261/HB1190",Bill,2026-01-14
VA-20261-HB1191,Virginia,"Electric substation construction agreements; ""electric cooperatives"" or ""cooperative,"" definitions.","https://lis.virginia.gov/bill-details/20261/HB1191",Bill,2026-01-14
VA-20261-HB1192,Virginia,"Virginia-Ireland Advisory Board; established, report.","https://lis.virginia.gov/bill-details/20261/HB1192",Bill,2026-01-14
VA-20261-HB1193,Virginia,"High school students; postsecondary opportunities, concurrent enrollment.","https://lis.virginia.gov/bill-details/20261/HB1193",Bill,2026-01-14
VA-20261-HB1194,Virginia,"Minor's health records; parental access.","https://lis.virginia.gov/bill-details/20261/HB1194",Bill,2026-01-14
VA-20261-HB1195,Virginia,"School bds., etc.; applicants for employment involving direct contact w/children in public schools.","https://lis.virginia.gov/bill-details/20261/HB1195",Bill,2026-01-14
VA-20261-HB1196,Virginia,"Property Owners' Association Act; operation and management of assoc., condemnation of common area.","https://lis.virginia.gov/bill-details/20261/HB1196",Bill,2026-01-14
VA-20261-HB1197,Virginia,"Alcoholic beverage control; suspension or revocation of certain retail licenses, reinstatement.","https://lis.virginia.gov/bill-details/20261/HB1197",Bill,2026-01-14
VA-20261-HB1198,Virginia,"Display of license plate; only rear plate required, exception.","https://lis.virginia.gov/bill-details/20261/HB1198",Bill,2026-01-14
VA-20261-HB1199,Virginia,"Local license taxes; authority to exempt, businesses regulated by boards within DHP.","https://lis.virginia.gov/bill-details/20261/HB1199",Bill,2026-01-14
VA-20261-HB1200,Virginia,"Guardrail posts; Department of Transportation to develop standards for protective caps, report.","https://lis.virginia.gov/bill-details/20261/HB1200",Bill,2026-01-14
VA-20261-HB1201,Virginia,"Certificate of public need; exception for independent outpatient or ambulatory surgery facilities.","https://lis.virginia.gov/bill-details/20261/HB1201",Bill,2026-01-14
VA-20261-HB1202,Virginia,"Guardrail modernization; Department of Transportation to identify and conduct replacement, report.","https://lis.virginia.gov/bill-details/20261/HB1202",Bill,2026-01-14
VA-20261-HB1203,Virginia,"DMV; requires any person submitting form to provide proof of current address.","https://lis.virginia.gov/bill-details/20261/HB1203",Bill,2026-01-14
VA-20261-HB1204,Virginia,"Local government; appropriation of local school funds to families for compulsory student attendance.","https://lis.virginia.gov/bill-details/20261/HB1204",Bill,2026-01-14
VA-20261-HB1205,Virginia,"Motor vehicles insurance; hwy. use fee, tangible personal property tax relief for certain vehicles.","https://lis.virginia.gov/bill-details/20261/HB1205",Bill,2026-01-14
VA-20261-HB1206,Virginia,"State employees & public elementary & secondary school teachers; required annual trainings, report.","https://lis.virginia.gov/bill-details/20261/HB1206",Bill,2026-01-14
VA-20261-HB1207,Virginia,"Paid family & med. leave insurance program; definitions, notice requirements, civil action, report.","https://lis.virginia.gov/bill-details/20261/HB1207",Bill,2026-01-14
VA-20261-HB1208,Virginia,"Public education; early childhood care and education, child care access calculations, report.","https://lis.virginia.gov/bill-details/20261/HB1208",Bill,2026-01-14
VA-20261-HB1209,Virginia,"Hospitals; itemized statements, non-emergent procedures, tests, or services.","https://lis.virginia.gov/bill-details/20261/HB1209",Bill,2026-01-14
VA-20261-HB1210,Virginia,"Income tax, state; subtraction for long-term capital gains from sale of principal residence.","https://lis.virginia.gov/bill-details/20261/HB1210",Bill,2026-01-14
VA-20261-HB1211,Virginia,"Income tax, state; first-time homebuyer tax credit.","https://lis.virginia.gov/bill-details/20261/HB1211",Bill,2026-01-14
VA-20261-HB1212,Virginia,"Zoning; small lot residential districts required.","https://lis.virginia.gov/bill-details/20261/HB1212",Bill,2026-01-14
VA-20261-HB1213,Virginia,"Elections; affirmation statement in lieu of identification, additional information required.","https://lis.virginia.gov/bill-details/20261/HB1213",Bill,2026-01-14
VA-20261-HB1214,Virginia,"Health insurance; cost-sharing payments for insulin and diabetes equipment and supplies, limit.","https://lis.virginia.gov/bill-details/20261/HB1214",Bill,2026-01-14
VA-20261-HB1215,Virginia,"Admission of evidence; evidentiary hearing, excluded persons.","https://lis.virginia.gov/bill-details/20261/HB1215",Bill,2026-01-14
VA-20261-HB1216,Virginia,"Retaliatory action against employee prohibited; remedies available.","https://lis.virginia.gov/bill-details/20261/HB1216",Bill,2026-01-14
VA-20261-HB1217,Virginia,"Keeper of livery stable; liens, requirements.","https://lis.virginia.gov/bill-details/20261/HB1217",Bill,2026-01-14
VA-20261-HB1218,Virginia,"Summer camps; employment of children.","https://lis.virginia.gov/bill-details/20261/HB1218",Bill,2026-01-14
VA-20261-HB1219,Virginia,"Unmanned aircraft systems; use by law-enforcement officers, search warrants.","https://lis.virginia.gov/bill-details/20261/HB1219",Bill,2026-01-14
VA-20261-HB1220,Virginia,"Photo speed monitoring devices; placement and operation.","https://lis.virginia.gov/bill-details/20261/HB1220",Bill,2026-01-14
VA-20261-HB1221,Virginia,"Higher ed. financial aid programs; amends provisions, Va. Commonwealth Award established, report.","https://lis.virginia.gov/bill-details/20261/HB1221",Bill,2026-01-14
VA-20261-HB1222,Virginia,"Social services, local departments of; child abuse and neglect, recorded interviews.","https://lis.virginia.gov/bill-details/20261/HB1222",Bill,2026-01-14
VA-20261-HB1223,Virginia,"Health professionals; mandatory suicide training required.","https://lis.virginia.gov/bill-details/20261/HB1223",Bill,2026-01-14
VA-20261-HB1224,Virginia,"Driver's licenses; requirements for initial licensure, persons age 18 to 21.","https://lis.virginia.gov/bill-details/20261/HB1224",Bill,2026-01-14
VA-20261-HB1225,Virginia,"Transportation electrification; integrated resource planning, fast-charging stations, etc.","https://lis.virginia.gov/bill-details/20261/HB1225",Bill,2026-01-14
VA-20261-HB1226,Virginia,"Motor Vehicles, Department of;  release of data to certain institutions of higher education, fee.","https://lis.virginia.gov/bill-details/20261/HB1226",Bill,2026-01-14
VA-20261-HB1227,Virginia,"Private activity bonds; allocation of state ceiling.","https://lis.virginia.gov/bill-details/20261/HB1227",Bill,2026-01-14
VA-20261-HB1228,Virginia,"Motor vehicle insurance; use of certain factors to establish rates prohibited.","https://lis.virginia.gov/bill-details/20261/HB1228",Bill,2026-01-14
VA-20261-HB1229,Virginia,"Public schools; use of seclusion and restraint, report.","https://lis.virginia.gov/bill-details/20261/HB1229",Bill,2026-01-14
VA-20261-HB1230,Virginia,"Income tax, state; sustainable aviation fuel production tax credit.","https://lis.virginia.gov/bill-details/20261/HB1230",Bill,2026-01-14
VA-20261-HB1231,Virginia,"Commonwealth Aviation Fund; changes allocation amounts.","https://lis.virginia.gov/bill-details/20261/HB1231",Bill,2026-01-14
VA-20261-HB1232,Virginia,"Black Land Loss, Commission on; established, report.","https://lis.virginia.gov/bill-details/20261/HB1232",Bill,2026-01-14
VA-20261-HB1233,Virginia,"Va. Sexual & Domestic Violence Victim fund; fee for offenses related to solicitation of minors, etc.","https://lis.virginia.gov/bill-details/20261/HB1233",Bill,2026-01-14
VA-20261-HB1234,Virginia,"Land development; definitions, solar canopies in surface parking areas, delayed effective date.","https://lis.virginia.gov/bill-details/20261/HB1234",Bill,2026-01-14
VA-20261-HB1235,Virginia,"Clerks of circuit court; fees, restitution, online payment systems, report.","https://lis.virginia.gov/bill-details/20261/HB1235",Bill,2026-01-14
VA-20261-HB1236,Virginia,"Historical African American cemeteries and graves; qualified organization, Fairfax burial grounds.","https://lis.virginia.gov/bill-details/20261/HB1236",Bill,2026-01-14
VA-20261-HB1237,Virginia,"Cemeteries; maintenance of abandoned or neglected graveyards, owner unknown.","https://lis.virginia.gov/bill-details/20261/HB1237",Bill,2026-01-14
VA-20261-HB1238,Virginia,"Local ordinances; locality may regulate or prohibit sale of animals in a pet shop, effective clause.","https://lis.virginia.gov/bill-details/20261/HB1238",Bill,2026-01-14
VA-20261-HB1239,Virginia,"Va. Public Procurement Act; methods of procurement, competitive sealed bids negotiation exemption.","https://lis.virginia.gov/bill-details/20261/HB1239",Bill,2026-01-14
VA-20261-HB1240,Virginia,"Medicaid; eligibility determination appeal time limit, mailed communications time period.","https://lis.virginia.gov/bill-details/20261/HB1240",Bill,2026-01-14
VA-20261-HB1241,Virginia,"Hampton Roads Infrastructure Coordination and Readiness Framework; HRTPO to develop, report.","https://lis.virginia.gov/bill-details/20261/HB1241",Bill,2026-01-14
VA-20261-HB1242,Virginia,"K-12 schools and institutions of higher education; student participation in women's sports, etc.","https://lis.virginia.gov/bill-details/20261/HB1242",Bill,2026-01-14
VA-20261-HB1243,Virginia,"Standards of Quality; state accountability, Standards of Learning assessment expedited retake score.","https://lis.virginia.gov/bill-details/20261/HB1243",Bill,2026-01-14
VA-20261-HB1244,Virginia,"Absentee voting; emergency application for absentee ballot.","https://lis.virginia.gov/bill-details/20261/HB1244",Bill,2026-01-14
VA-20261-HB1245,Virginia,"Virginia Health Care Fund; additional funding and uses.","https://lis.virginia.gov/bill-details/20261/HB1245",Bill,2026-01-14
VA-20261-HB1246,Virginia,"State correctional facilities; visitation privileges, Visitation Enhancement Program established.","https://lis.virginia.gov/bill-details/20261/HB1246",Bill,2026-01-14
VA-20261-HB1247,Virginia,"Esthetics Licensure Compact; authorizes Virginia to become a signatory to Compact.","https://lis.virginia.gov/bill-details/20261/HB1247",Bill,2026-01-14
VA-20261-HB1248,Virginia,"Virginia Creative Economy Grant Program; established.","https://lis.virginia.gov/bill-details/20261/HB1248",Bill,2026-01-14
VA-20261-HB1249,Virginia,"Creative Economy Task Force; established, strategic plan, report, sunset.","https://lis.virginia.gov/bill-details/20261/HB1249",Bill,2026-01-14
VA-20261-HB1250,Virginia,"Technology Governance and Coordination Program; established, report, sunset.","https://lis.virginia.gov/bill-details/20261/HB1250",Bill,2026-01-14
VA-20261-HB1251,Virginia,"Digital Right to Repair Act; access to diagnostics, tools, service documentation, and firmware.","https://lis.virginia.gov/bill-details/20261/HB1251",Bill,2026-01-14
VA-20261-HB1252,Virginia,"Virginia Residential Landlord and Tenant Act; algorithmic pricing device use by certain landlords.","https://lis.virginia.gov/bill-details/20261/HB1252",Bill,2026-01-14
VA-20261-HB1253,Virginia,"Property insurance; use of aerial or satellite imagery.","https://lis.virginia.gov/bill-details/20261/HB1253",Bill,2026-01-14
VA-20261-HB1254,Virginia,"Professional & Occupational Regulation, Department of; amendments for purposes of regulatory boards.","https://lis.virginia.gov/bill-details/20261/HB1254",Bill,2026-01-14
VA-20261-HB1255,Virginia,"Net energy metering; standby charge, facility capacity.","https://lis.virginia.gov/bill-details/20261/HB1255",Bill,2026-01-14
VA-20261-HB1256,Virginia,"Electric utilities, certain; purchased power cost risk mitigation practices.","https://lis.virginia.gov/bill-details/20261/HB1256",Bill,2026-01-14
VA-20261-HB1257,Virginia,"Law-enforcement agencies; use of certain technologies & interrogation practices; forensic lab.","https://lis.virginia.gov/bill-details/20261/HB1257",Bill,2026-01-14
VA-20261-HB1258,Virginia,"Pass-through limitation tax credit; report, penalty.","https://lis.virginia.gov/bill-details/20261/HB1258",Bill,2026-01-14
VA-20261-HB1259,Virginia,"Virginia Residential Landlord and Tenant Act; mold remediation.","https://lis.virginia.gov/bill-details/20261/HB1259",Bill,2026-01-14
VA-20261-HB1260,Virginia,"Publ. elementary/secondary schools, etc.; fed. immigration investigation and enforcement activities.","https://lis.virginia.gov/bill-details/20261/HB1260",Bill,2026-01-14
VA-20261-HB1261,Virginia,"Law-enforcement agencies; use of certain technology & interrogation practices; forensic laboratory.","https://lis.virginia.gov/bill-details/20261/HB1261",Bill,2026-01-14
VA-20261-HB1262,Virginia,"Notaries; prohibition on certain advertising, investigation by Attorney General.","https://lis.virginia.gov/bill-details/20261/HB1262",Bill,2026-01-14
VA-20261-HB1263,Virginia,"Public employees; repeals existing prohibition on collective bargaining, etc.","https://lis.virginia.gov/bill-details/20261/HB1263",Bill,2026-01-14
VA-20261-HB1264,Virginia,"Virginia Accountability Commission; established.","https://lis.virginia.gov/bill-details/20261/HB1264",Bill,2026-01-14
VA-20261-HB1265,Virginia,"Courthouses; certain civil arrests prohibited, definition, penalty.","https://lis.virginia.gov/bill-details/20261/HB1265",Bill,2026-01-14
VA-20261-HB1266,Virginia,"Environmental Justice in Permitting Process Guidance Memo; DEQ to publish an updated version.","https://lis.virginia.gov/bill-details/20261/HB1266",Bill,2026-01-14
VA-20261-HB1267,Virginia,"Virginia Law Officers' Retirement System; membership, definition of ""employee.""","https://lis.virginia.gov/bill-details/20261/HB1267",Bill,2026-01-14
VA-20261-HB1268,Virginia,"Veterans' Services Protection Act; created, prohibited practices, penalty.","https://lis.virginia.gov/bill-details/20261/HB1268",Bill,2026-01-14
VA-20261-HB1269,Virginia,"Virginia Law Officers' Retirement System; extends membership to emergency dispatchers.","https://lis.virginia.gov/bill-details/20261/HB1269",Bill,2026-01-14
VA-20261-HB1270,Virginia,"Transportation network companies; publishing and disclosure requirements, delayed effective date.","https://lis.virginia.gov/bill-details/20261/HB1270",Bill,2026-01-14
VA-20261-HB1271,Virginia,"Health insurance; pharmacy benefits managers; requirements and prohibited conduct.","https://lis.virginia.gov/bill-details/20261/HB1271",Bill,2026-01-14
VA-20261-HB1272,Virginia,"Electronic gaming devices; regulation, penalties, sunset.","https://lis.virginia.gov/bill-details/20261/HB1272",Bill,2026-01-14
VA-20261-HB1273,Virginia,"Transportation network companies; requirements, civil penalties.","https://lis.virginia.gov/bill-details/20261/HB1273",Bill,2026-01-14
VA-20261-HB1274,Virginia,"Presidential visits; expenses of localities and constitutional offices.","https://lis.virginia.gov/bill-details/20261/HB1274",Bill,2026-01-14
VA-20261-HB1275,Virginia,"Electric utilities; recovery of certain project development costs.","https://lis.virginia.gov/bill-details/20261/HB1275",Bill,2026-01-14
VA-20261-HB1276,Virginia,"Health care providers; required estimate for nonemergency health care services.","https://lis.virginia.gov/bill-details/20261/HB1276",Bill,2026-01-14
VA-20261-HB1277,Virginia,"Aggravated murder; admission to bail, creates rebuttable presumption against bail.","https://lis.virginia.gov/bill-details/20261/HB1277",Bill,2026-01-14
VA-20261-HB1278,Virginia,"School bd. policies; communication & language accessibility for limited English proficient parents.","https://lis.virginia.gov/bill-details/20261/HB1278",Bill,2026-01-14
VA-20261-HB1279,Virginia,"Affordable housing; religious organizations and other nonprofit tax-exempt properties.","https://lis.virginia.gov/bill-details/20261/HB1279",Bill,2026-01-14
VA-20261-HB1280,Virginia,"State correctional facilities; participation of prisoners in employment & education program, report.","https://lis.virginia.gov/bill-details/20261/HB1280",Bill,2026-01-14
VA-20261-HB1281,Virginia,"Motor vehicle insurance; highway use fee, and tangible personal property tax relief.","https://lis.virginia.gov/bill-details/20261/HB1281",Bill,2026-01-14
VA-20261-HB1282,Virginia,"Licensed substance abuse treatment practitioners; licensure by endorsement, etc.","https://lis.virginia.gov/bill-details/20261/HB1282",Bill,2026-01-14
VA-20261-HB1283,Virginia,"High school graduation requirements and diploma pathways; implementation.","https://lis.virginia.gov/bill-details/20261/HB1283",Bill,2026-01-14
VA-20261-HB1284,Virginia,"State plan for medical assistance; provider-to-provider consultation.","https://lis.virginia.gov/bill-details/20261/HB1284",Bill,2026-01-14
VA-20261-HB1285,Virginia,"St Emergency Med. Services Advisory Bd.; membership, regional emergency medical services councils.","https://lis.virginia.gov/bill-details/20261/HB1285",Bill,2026-01-14
VA-20261-HB1286,Virginia,"Assault and battery; employees of state or local department of social services, penalty.","https://lis.virginia.gov/bill-details/20261/HB1286",Bill,2026-01-14
VA-20261-HB1287,Virginia,"Veterinarians; amending applications of licensure, etc.","https://lis.virginia.gov/bill-details/20261/HB1287",Bill,2026-01-14
VA-20261-HB1288,Virginia,"Enforcement of vehicle liens; increases property value.","https://lis.virginia.gov/bill-details/20261/HB1288",Bill,2026-01-14
VA-20261-HB1289,Virginia,"Geology; added  to definition of ""professional services,"" continuing education.","https://lis.virginia.gov/bill-details/20261/HB1289",Bill,2026-01-14
VA-20261-HB1290,Virginia,"Commercial motor vehicle; expands definition.","https://lis.virginia.gov/bill-details/20261/HB1290",Bill,2026-01-14
VA-20261-HB1291,Virginia,"Geologists; regulations, exemptions.","https://lis.virginia.gov/bill-details/20261/HB1291",Bill,2026-01-14
VA-20261-HB1292,Virginia,"Temporary detention; certified evaluators, sunset extended.","https://lis.virginia.gov/bill-details/20261/HB1292",Bill,2026-01-15
VA-20261-HB1293,Virginia,"DJJ; transfer of responsibility to Secretary of Health and Human Resources.","https://lis.virginia.gov/bill-details/20261/HB1293",Bill,2026-01-15
VA-20261-HB1294,Virginia,"Use of artificial intelligence-based tools; covered artificial intelligence, disclosure of use.","https://lis.virginia.gov/bill-details/20261/HB1294",Bill,2026-01-15
VA-20261-HB1295,Virginia,"Law enforcement; artificial intelligence inventory, civil action.","https://lis.virginia.gov/bill-details/20261/HB1295",Bill,2026-01-15
VA-20261-HB1296,Virginia,"Health insurance; credits for general registrars and employees of general registrars.","https://lis.virginia.gov/bill-details/20261/HB1296",Bill,2026-01-15
VA-20261-HB1297,Virginia,"Adult protective services; creates adult abuse, neglect, and exploitation central registry.","https://lis.virginia.gov/bill-details/20261/HB1297",Bill,2026-01-15
VA-20261-HB1298,Virginia,"Human trafficking; issuance of vacatur for victims, definitions.","https://lis.virginia.gov/bill-details/20261/HB1298",Bill,2026-01-15
VA-20261-HB1299,Virginia,"Rules of construction; use of ""shall,"" effective clause, report.","https://lis.virginia.gov/bill-details/20261/HB1299",Bill,2026-01-15
VA-20261-HB1300,Virginia,"State Police,  Department of; purchase of handguns or other weapons of certain officers.","https://lis.virginia.gov/bill-details/20261/HB1300",Bill,2026-01-15
VA-20261-HB1301,Virginia,"School boards; student diabetes care & management in schools, division wide plan required.","https://lis.virginia.gov/bill-details/20261/HB1301",Bill,2026-01-15
VA-20261-HB1302,Virginia,"Jurisdiction of district courts; assault and battery of a family or household member.","https://lis.virginia.gov/bill-details/20261/HB1302",Bill,2026-01-15
VA-20261-HB1303,Virginia,"Nonresident concealed handgun permits; VSP to issue within 90 days of receipt of application.","https://lis.virginia.gov/bill-details/20261/HB1303",Bill,2026-01-15
VA-20261-HB1304,Virginia,"Individuals receiving services in a hospital, training center, etc.; right to send and receive mail.","https://lis.virginia.gov/bill-details/20261/HB1304",Bill,2026-01-15
VA-20261-HB1305,Virginia,"Regulatory boards; powers and duties, disciplinary action, dismissal.","https://lis.virginia.gov/bill-details/20261/HB1305",Bill,2026-01-15
VA-20261-HB1306,Virginia,"Virginia Retirement System; return to work, break in service.","https://lis.virginia.gov/bill-details/20261/HB1306",Bill,2026-01-15
